,index,y
1213863,2017-05-31_8QR,69
17624,2017-06-01_8QR,66
58006,2017-06-02_8QR,62
98480,2017-06-03_8QR,35
138980,2017-06-04_8QR,20
179543,2017-06-05_8QR,24
220119,2017-06-06_8QR,76
260652,2017-06-07_8QR,58
300989,2017-06-08_8QR,58
341346,2017-06-09_8QR,71
381878,2017-06-10_8QR,16
422407,2017-06-11_8QR,44
462905,2017-06-12_8QR,67
503367,2017-06-13_8QR,79
543847,2017-06-14_8QR,66
584399,2017-06-15_8QR,72
624873,2017-06-16_8QR,64
665305,2017-06-17_8QR,24
705581,2017-06-18_8QR,18
745918,2017-06-19_8QR,64
786366,2017-06-20_8QR,59
826667,2017-06-21_8QR,56
866916,2017-06-22_8QR,57
907213,2017-06-23_8QR,55
947530,2017-06-24_8QR,23
987879,2017-06-25_8QR,21
1028170,2017-06-26_8QR,77
1068572,2017-06-27_8QR,67
1108859,2017-06-28_8QR,51
1146585,2017-06-29_8QR,70
1183480,2017-06-30_8QR,82
20825,2017-07-01_8QR,20
61366,2017-07-02_8QR,23
101871,2017-07-03_8QR,85
142381,2017-07-04_8QR,79
182937,2017-07-05_8QR,58
223515,2017-07-06_8QR,61
264052,2017-07-07_8QR,67
304387,2017-07-08_8QR,25
344743,2017-07-09_8QR,27
385278,2017-07-10_8QR,56
425810,2017-07-11_8QR,58
466288,2017-07-12_8QR,51
506742,2017-07-13_8QR,52
547229,2017-07-14_8QR,16
587793,2017-07-15_8QR,22
628241,2017-07-16_8QR,26
668670,2017-07-17_8QR,61
708975,2017-07-18_8QR,64
749308,2017-07-19_8QR,46
789758,2017-07-20_8QR,57
830058,2017-07-21_8QR,66
870302,2017-07-22_8QR,21
910565,2017-07-23_8QR,15
950902,2017-07-24_8QR,61
991261,2017-07-25_8QR,67
1031561,2017-07-26_8QR,59
1071943,2017-07-27_8QR,55
1112234,2017-07-28_8QR,58
1149973,2017-07-29_8QR,19
1186849,2017-07-30_8QR,29
1217237,2017-07-31_8QR,59
24212,2017-08-01_8QR,41
64754,2017-08-02_8QR,45
105257,2017-08-03_8QR,55
145769,2017-08-04_8QR,53
186334,2017-08-05_8QR,15
226902,2017-08-06_8QR,15
267417,2017-08-07_8QR,45
307760,2017-08-08_8QR,36
348125,2017-08-09_8QR,33
388656,2017-08-10_8QR,32
429188,2017-08-11_8QR,36
469663,2017-08-12_8QR,31
510120,2017-08-13_8QR,19
550602,2017-08-14_8QR,45
591116,2017-08-15_8QR,27
631548,2017-08-16_8QR,39
671979,2017-08-17_8QR,31
712291,2017-08-18_8QR,27
752633,2017-08-19_8QR,22
793067,2017-08-20_8QR,34
833368,2017-08-21_8QR,49
873606,2017-08-22_8QR,53
913865,2017-08-23_8QR,45
954195,2017-08-24_8QR,44
994558,2017-08-25_8QR,54
1034872,2017-08-26_8QR,16
1075247,2017-08-27_8QR,33
1115553,2017-08-28_8QR,72
1153289,2017-08-29_8QR,58
1190169,2017-08-30_8QR,55
1220556,2017-08-31_8QR,65
27539,2017-09-01_8QR,65
68080,2017-09-02_8QR,32
108584,2017-09-03_8QR,24
149085,2017-09-04_8QR,71
189653,2017-09-05_8QR,76
230226,2017-09-06_8QR,78
270729,2017-09-07_8QR,95
311088,2017-09-08_8QR,73
351450,2017-09-09_8QR,28
391985,2017-09-10_8QR,24
432504,2017-09-11_8QR,80
472964,2017-09-12_8QR,69
513434,2017-09-13_8QR,67
553914,2017-09-14_8QR,69
594420,2017-09-15_8QR,72
634881,2017-09-16_8QR,28
675308,2017-09-17_8QR,28
715636,2017-09-18_8QR,81
755998,2017-09-19_8QR,86
796427,2017-09-20_8QR,80
836745,2017-09-21_8QR,78
877005,2017-09-22_8QR,82
917281,2017-09-23_8QR,29
957609,2017-09-24_8QR,24
997959,2017-09-25_8QR,80
1038283,2017-09-26_8QR,83
1078665,2017-09-27_8QR,75
1118977,2017-09-28_8QR,77
1156709,2017-09-29_8QR,74
1193590,2017-09-30_8QR,33
30962,2017-10-01_8QR,29
71508,2017-10-02_8QR,64
112015,2017-10-03_8QR,75
152510,2017-10-04_8QR,68
193078,2017-10-05_8QR,75
233655,2017-10-06_8QR,94
274164,2017-10-07_8QR,26
314513,2017-10-08_8QR,26
354860,2017-10-09_8QR,83
395402,2017-10-10_8QR,77
435907,2017-10-11_8QR,78
476377,2017-10-12_8QR,73
516857,2017-10-13_8QR,86
557343,2017-10-14_8QR,29
597831,2017-10-15_8QR,40
638302,2017-10-16_8QR,82
678727,2017-10-17_8QR,74
719040,2017-10-18_8QR,82
759397,2017-10-19_8QR,79
799846,2017-10-20_8QR,76
840167,2017-10-21_8QR,35
880406,2017-10-22_8QR,127
920681,2017-10-23_8QR,79
961022,2017-10-24_8QR,68
1001371,2017-10-25_8QR,66
1041702,2017-10-26_8QR,70
1082088,2017-10-27_8QR,65
1122399,2017-10-28_8QR,15
1160114,2017-10-29_8QR,20
1196994,2017-10-30_8QR,62
1223978,2017-10-31_8QR,66
34376,2017-11-01_8QR,22
74930,2017-11-02_8QR,57
115430,2017-11-03_8QR,63
155929,2017-11-04_8QR,23
196500,2017-11-05_8QR,29
237070,2017-11-06_8QR,78
277569,2017-11-07_8QR,83
317928,2017-11-08_8QR,80
358269,2017-11-09_8QR,77
398819,2017-11-10_8QR,64
439325,2017-11-11_8QR,24
479794,2017-11-12_8QR,32
520263,2017-11-13_8QR,76
560762,2017-11-14_8QR,71
601243,2017-11-15_8QR,72
641724,2017-11-16_8QR,82
682131,2017-11-17_8QR,77
722448,2017-11-18_8QR,32
762806,2017-11-19_8QR,31
803245,2017-11-20_8QR,83
843566,2017-11-21_8QR,86
883817,2017-11-22_8QR,79
924088,2017-11-23_8QR,82
964420,2017-11-24_8QR,80
1004777,2017-11-25_8QR,19
1045114,2017-11-26_8QR,37
1085485,2017-11-27_8QR,78
1125781,2017-11-28_8QR,66
1163475,2017-11-29_8QR,71
1200362,2017-11-30_8QR,83
37753,2017-12-01_8QR,67
78342,2017-12-02_8QR,20
118828,2017-12-03_8QR,24
159342,2017-12-04_8QR,66
199916,2017-12-05_8QR,68
240456,2017-12-06_8QR,74
280901,2017-12-07_8QR,76
321256,2017-12-08_8QR,67
361643,2017-12-09_8QR,25
402221,2017-12-10_8QR,28
442721,2017-12-11_8QR,74
483192,2017-12-12_8QR,86
523668,2017-12-13_8QR,70
564171,2017-12-14_8QR,81
604641,2017-12-15_8QR,80
645112,2017-12-16_8QR,29
685496,2017-12-17_8QR,21
725850,2017-12-18_8QR,75
766211,2017-12-19_8QR,87
806651,2017-12-20_8QR,63
846974,2017-12-21_8QR,83
887221,2017-12-22_8QR,75
927508,2017-12-23_8QR,24
967827,2017-12-24_8QR,11
1008174,2017-12-25_8QR,25
1048520,2017-12-26_8QR,41
1088888,2017-12-27_8QR,40
1129180,2017-12-28_8QR,45
1166865,2017-12-29_8QR,55
1203773,2017-12-30_8QR,11
1227372,2017-12-31_8QR,17
1275,2018-01-01_8QR,25
41586,2018-01-02_8QR,51
82178,2018-01-03_8QR,44
122666,2018-01-04_8QR,58
163178,2018-01-05_8QR,59
203652,2018-01-06_8QR,23
244210,2018-01-07_8QR,29
284644,2018-01-08_8QR,78
324977,2018-01-09_8QR,79
365418,2018-01-10_8QR,55
405967,2018-01-11_8QR,59
446493,2018-01-12_8QR,67
486968,2018-01-13_8QR,29
527445,2018-01-14_8QR,39
567919,2018-01-15_8QR,72
608368,2018-01-16_8QR,71
648896,2018-01-17_8QR,59
689262,2018-01-18_8QR,55
729626,2018-01-19_8QR,72
770012,2018-01-20_8QR,20
810446,2018-01-21_8QR,33
850743,2018-01-22_8QR,69
890969,2018-01-23_8QR,82
931288,2018-01-24_8QR,67
971603,2018-01-25_8QR,72
1011917,2018-01-26_8QR,68
1052294,2018-01-27_8QR,27
1092648,2018-01-28_8QR,27
1132931,2018-01-29_8QR,61
1170613,2018-01-30_8QR,84
1207562,2018-01-31_8QR,66
4600,2018-02-01_8QR,59
44958,2018-02-02_8QR,62
85546,2018-02-03_8QR,18
126029,2018-02-04_8QR,25
166547,2018-02-05_8QR,56
207051,2018-02-06_8QR,73
247601,2018-02-07_8QR,40
288034,2018-02-08_8QR,48
328373,2018-02-09_8QR,63
368817,2018-02-10_8QR,24
409335,2018-02-11_8QR,21
449855,2018-02-12_8QR,64
490368,2018-02-13_8QR,82
530842,2018-02-14_8QR,67
571314,2018-02-15_8QR,64
611765,2018-02-16_8QR,80
652297,2018-02-17_8QR,25
692663,2018-02-18_8QR,23
733017,2018-02-19_8QR,67
773411,2018-02-20_8QR,66
813842,2018-02-21_8QR,61
854143,2018-02-22_8QR,66
894367,2018-02-23_8QR,56
934678,2018-02-24_8QR,21
975006,2018-02-25_8QR,21
1015314,2018-02-26_8QR,58
1055694,2018-02-27_8QR,45
1096044,2018-02-28_8QR,65
8002,2018-03-01_8QR,48
48362,2018-03-02_8QR,52
88948,2018-03-03_8QR,26
129428,2018-03-04_8QR,28
169939,2018-03-05_8QR,75
210434,2018-03-06_8QR,63
251003,2018-03-07_8QR,67
291433,2018-03-08_8QR,66
331767,2018-03-09_8QR,63
372214,2018-03-10_8QR,22
412734,2018-03-11_8QR,29
453247,2018-03-12_8QR,83
493758,2018-03-13_8QR,77
534248,2018-03-14_8QR,74
574719,2018-03-15_8QR,78
615170,2018-03-16_8QR,72
655696,2018-03-17_8QR,23
696060,2018-03-18_8QR,11
736413,2018-03-19_8QR,78
776804,2018-03-20_8QR,71
817187,2018-03-21_8QR,65
897753,2018-03-23_8QR,54
938082,2018-03-24_8QR,23
978401,2018-03-25_8QR,19
1018716,2018-03-26_8QR,80
1059091,2018-03-27_8QR,80
1099443,2018-03-28_8QR,75
1137168,2018-03-29_8QR,65
1173999,2018-03-30_8QR,62
1210956,2018-03-31_8QR,12
11415,2018-04-01_8QR,15
51767,2018-04-02_8QR,47
173344,2018-04-05_8QR,49
213825,2018-04-06_8QR,61
254396,2018-04-07_8QR,18
335154,2018-04-09_8QR,5
375600,2018-04-10_8QR,57
416130,2018-04-11_8QR,58
456640,2018-04-12_8QR,62
578107,2018-04-15_8QR,15
618567,2018-04-16_8QR,54
659080,2018-04-17_8QR,64
699411,2018-04-18_8QR,10
739765,2018-04-19_8QR,15
780151,2018-04-20_8QR,50
820515,2018-04-21_8QR,22
860754,2018-04-22_8QR,29
901107,2018-04-23_8QR,11
941429,2018-04-24_8QR,10
981756,2018-04-25_8QR,44
1022064,2018-04-26_8QR,51
1062449,2018-04-27_8QR,53
1102779,2018-04-28_8QR,5
1140494,2018-04-29_8QR,15
1177358,2018-04-30_8QR,46
14744,2018-05-01_8QR,26
55110,2018-05-02_8QR,67
95633,2018-05-03_8QR,13
136102,2018-05-04_8QR,22
176666,2018-05-05_8QR,15
217182,2018-05-06_8QR,28
257727,2018-05-07_8QR,51
298116,2018-05-08_8QR,15
338466,2018-05-09_8QR,12
378951,2018-05-10_8QR,30
419453,2018-05-11_8QR,33
459953,2018-05-12_8QR,15
500426,2018-05-13_8QR,9
581437,2018-05-15_8QR,59
621909,2018-05-16_8QR,61
662422,2018-05-17_8QR,55
702719,2018-05-18_8QR,10
743067,2018-05-19_8QR,5
783505,2018-05-20_8QR,10
823819,2018-05-21_8QR,30
864058,2018-05-22_8QR,59
904443,2018-05-23_8QR,11
944754,2018-05-24_8QR,11
985089,2018-05-25_8QR,56
1025386,2018-05-26_8QR,11
1065795,2018-05-27_8QR,18
1106091,2018-05-28_8QR,27
1143817,2018-05-29_8QR,15
1180716,2018-05-30_8QR,58
1214294,2018-05-31_8QR,47
18055,2018-06-01_8QR,48
98906,2018-06-03_8QR,20
139400,2018-06-04_8QR,54
179974,2018-06-05_8QR,50
220551,2018-06-06_8QR,44
261083,2018-06-07_8QR,13
301420,2018-06-08_8QR,19
341775,2018-06-09_8QR,11
382301,2018-06-10_8QR,14
422828,2018-06-11_8QR,48
463335,2018-06-12_8QR,11
503796,2018-06-13_8QR,13
544278,2018-06-14_8QR,58
584830,2018-06-15_8QR,45
625303,2018-06-16_8QR,26
665735,2018-06-17_8QR,10
706012,2018-06-18_8QR,24
746349,2018-06-19_8QR,47
786797,2018-06-20_8QR,46
827098,2018-06-21_8QR,64
867347,2018-06-22_8QR,33
907644,2018-06-23_8QR,10
947954,2018-06-24_8QR,19
988301,2018-06-25_8QR,61
1028602,2018-06-26_8QR,49
1069002,2018-06-27_8QR,28
1109290,2018-06-28_8QR,29
1147016,2018-06-29_8QR,50
1183910,2018-06-30_8QR,38
21257,2018-07-01_8QR,22
61799,2018-07-02_8QR,65
102304,2018-07-03_8QR,58
142814,2018-07-04_8QR,62
183370,2018-07-05_8QR,56
223948,2018-07-06_8QR,32
264483,2018-07-07_8QR,13
304813,2018-07-08_8QR,37
345167,2018-07-09_8QR,59
385711,2018-07-10_8QR,56
426243,2018-07-11_8QR,46
466721,2018-07-12_8QR,48
507175,2018-07-13_8QR,56
547659,2018-07-14_8QR,23
588219,2018-07-15_8QR,22
628668,2018-07-16_8QR,47
669096,2018-07-17_8QR,15
709403,2018-07-18_8QR,44
749735,2018-07-19_8QR,61
790186,2018-07-20_8QR,53
830484,2018-07-21_8QR,22
870727,2018-07-22_8QR,21
910992,2018-07-23_8QR,64
951329,2018-07-24_8QR,45
991688,2018-07-25_8QR,53
1031987,2018-07-26_8QR,53
1072370,2018-07-27_8QR,52
1112660,2018-07-28_8QR,15
1150399,2018-07-29_8QR,26
1187275,2018-07-30_8QR,46
1217664,2018-07-31_8QR,57
24639,2018-08-01_8QR,35
65181,2018-08-02_8QR,39
105684,2018-08-03_8QR,43
146196,2018-08-04_8QR,10
186760,2018-08-05_8QR,15
227330,2018-08-06_8QR,38
267844,2018-08-07_8QR,33
308186,2018-08-08_8QR,26
348552,2018-08-09_8QR,33
389083,2018-08-10_8QR,35
429614,2018-08-11_8QR,15
470084,2018-08-12_8QR,15
510537,2018-08-13_8QR,34
551027,2018-08-14_8QR,18
591539,2018-08-15_8QR,10
631974,2018-08-16_8QR,34
672405,2018-08-17_8QR,34
712718,2018-08-18_8QR,20
753061,2018-08-19_8QR,16
793491,2018-08-20_8QR,35
833794,2018-08-21_8QR,30
874032,2018-08-22_8QR,31
914294,2018-08-23_8QR,35
954625,2018-08-24_8QR,43
994989,2018-08-25_8QR,10
1035302,2018-08-26_8QR,11
1075676,2018-08-27_8QR,62
1115983,2018-08-28_8QR,53
1153720,2018-08-29_8QR,41
1190600,2018-08-30_8QR,53
1220987,2018-08-31_8QR,48
27969,2018-09-01_8QR,10
68509,2018-09-02_8QR,14
109013,2018-09-03_8QR,59
149516,2018-09-04_8QR,65
190084,2018-09-05_8QR,51
230657,2018-09-06_8QR,45
271160,2018-09-07_8QR,59
311519,2018-09-08_8QR,22
351873,2018-09-09_8QR,35
392409,2018-09-10_8QR,65
432935,2018-09-11_8QR,75
473395,2018-09-12_8QR,57
513865,2018-09-13_8QR,67
554345,2018-09-14_8QR,51
594850,2018-09-15_8QR,24
635311,2018-09-16_8QR,39
675735,2018-09-17_8QR,71
716067,2018-09-18_8QR,63
756429,2018-09-19_8QR,64
796858,2018-09-20_8QR,71
837177,2018-09-21_8QR,62
877435,2018-09-22_8QR,23
917711,2018-09-23_8QR,14
958037,2018-09-24_8QR,59
998390,2018-09-25_8QR,74
1038714,2018-09-26_8QR,64
1079096,2018-09-27_8QR,54
1119408,2018-09-28_8QR,80
1157140,2018-09-29_8QR,18
1194020,2018-09-30_8QR,26
31392,2018-10-01_8QR,61
71939,2018-10-02_8QR,70
112446,2018-10-03_8QR,55
152941,2018-10-04_8QR,63
193509,2018-10-05_8QR,52
234086,2018-10-06_8QR,22
274593,2018-10-07_8QR,16
314943,2018-10-08_8QR,61
355292,2018-10-09_8QR,68
395833,2018-10-10_8QR,61
436339,2018-10-11_8QR,56
476809,2018-10-12_8QR,75
517288,2018-10-13_8QR,17
557773,2018-10-14_8QR,17
598255,2018-10-15_8QR,56
638734,2018-10-16_8QR,61
679159,2018-10-17_8QR,61
719472,2018-10-18_8QR,70
759829,2018-10-19_8QR,55
800278,2018-10-20_8QR,6
840595,2018-10-21_8QR,17
880834,2018-10-22_8QR,46
921113,2018-10-23_8QR,68
961454,2018-10-24_8QR,41
1001803,2018-10-25_8QR,48
1042134,2018-10-26_8QR,56
1082519,2018-10-27_8QR,12
1160545,2018-10-29_8QR,56
1197426,2018-10-30_8QR,49
1224410,2018-10-31_8QR,51
34808,2018-11-01_8QR,22
75362,2018-11-02_8QR,34
115860,2018-11-03_8QR,24
156360,2018-11-04_8QR,33
196932,2018-11-05_8QR,65
237502,2018-11-06_8QR,57
278001,2018-11-07_8QR,47
318360,2018-11-08_8QR,74
358701,2018-11-09_8QR,58
399251,2018-11-10_8QR,23
439756,2018-11-11_8QR,25
480216,2018-11-12_8QR,74
520695,2018-11-13_8QR,74
561194,2018-11-14_8QR,62
601674,2018-11-15_8QR,57
642156,2018-11-16_8QR,74
682563,2018-11-17_8QR,20
722874,2018-11-18_8QR,67
763228,2018-11-19_8QR,62
803677,2018-11-20_8QR,69
843998,2018-11-21_8QR,64
884249,2018-11-22_8QR,69
924520,2018-11-23_8QR,65
964851,2018-11-24_8QR,16
1005206,2018-11-25_8QR,16
1045543,2018-11-26_8QR,73
1085917,2018-11-27_8QR,69
1126213,2018-11-28_8QR,43
1163907,2018-11-29_8QR,76
1200793,2018-11-30_8QR,69
38183,2018-12-01_8QR,33
78768,2018-12-02_8QR,22
119255,2018-12-03_8QR,86
159773,2018-12-04_8QR,64
200347,2018-12-05_8QR,73
240887,2018-12-06_8QR,66
281332,2018-12-07_8QR,72
321688,2018-12-08_8QR,29
362075,2018-12-09_8QR,36
402653,2018-12-10_8QR,67
443152,2018-12-11_8QR,71
483622,2018-12-12_8QR,59
524099,2018-12-13_8QR,68
564602,2018-12-14_8QR,64
605072,2018-12-15_8QR,20
645543,2018-12-16_8QR,22
685927,2018-12-17_8QR,81
726280,2018-12-18_8QR,69
766641,2018-12-19_8QR,68
807081,2018-12-20_8QR,76
847403,2018-12-21_8QR,63
887650,2018-12-22_8QR,19
927935,2018-12-23_8QR,17
968254,2018-12-24_8QR,10
1008600,2018-12-25_8QR,15
1048948,2018-12-26_8QR,50
1089315,2018-12-27_8QR,36
1129608,2018-12-28_8QR,39
1167292,2018-12-29_8QR,16
1204199,2018-12-30_8QR,31
1227799,2018-12-31_8QR,27
1700,2019-01-01_8QR,22
42015,2019-01-02_8QR,45
82605,2019-01-03_8QR,49
123095,2019-01-04_8QR,44
163605,2019-01-05_8QR,20
204081,2019-01-06_8QR,18
244637,2019-01-07_8QR,69
285074,2019-01-08_8QR,64
325406,2019-01-09_8QR,54
365848,2019-01-10_8QR,69
406397,2019-01-11_8QR,70
446923,2019-01-12_8QR,25
487397,2019-01-13_8QR,30
527873,2019-01-14_8QR,73
568349,2019-01-15_8QR,68
608798,2019-01-16_8QR,79
649327,2019-01-17_8QR,68
689692,2019-01-18_8QR,59
730055,2019-01-19_8QR,22
770439,2019-01-20_8QR,22
810873,2019-01-21_8QR,73
851173,2019-01-22_8QR,64
891399,2019-01-23_8QR,54
931717,2019-01-24_8QR,56
972031,2019-01-25_8QR,67
1012344,2019-01-26_8QR,25
1052718,2019-01-27_8QR,29
1093069,2019-01-28_8QR,66
1133357,2019-01-29_8QR,67
1171039,2019-01-30_8QR,52
1207988,2019-01-31_8QR,58
5027,2019-02-01_8QR,58
45386,2019-02-02_8QR,25
85968,2019-02-03_8QR,35
126449,2019-02-04_8QR,73
166974,2019-02-05_8QR,71
207477,2019-02-06_8QR,64
248027,2019-02-07_8QR,75
288457,2019-02-08_8QR,75
328802,2019-02-09_8QR,22
369241,2019-02-10_8QR,19
409758,2019-02-11_8QR,69
450286,2019-02-12_8QR,62
490799,2019-02-13_8QR,55
531273,2019-02-14_8QR,59
571745,2019-02-15_8QR,63
612196,2019-02-16_8QR,23
652718,2019-02-17_8QR,32
693083,2019-02-18_8QR,80
733448,2019-02-19_8QR,72
773842,2019-02-20_8QR,60
814273,2019-02-21_8QR,56
854574,2019-02-22_8QR,71
894799,2019-02-23_8QR,24
935101,2019-02-24_8QR,35
975421,2019-02-25_8QR,56
1015746,2019-02-26_8QR,58
1056123,2019-02-27_8QR,54
1096474,2019-02-28_8QR,49
8433,2019-03-01_8QR,70
48791,2019-03-02_8QR,18
89371,2019-03-03_8QR,20
453677,2019-03-12_8QR,63
494188,2019-03-13_8QR,61
534678,2019-03-14_8QR,60
575149,2019-03-15_8QR,60
615601,2019-03-16_8QR,25
656114,2019-03-17_8QR,20
696465,2019-03-18_8QR,71
736844,2019-03-19_8QR,70
777235,2019-03-20_8QR,61
817618,2019-03-21_8QR,62
857867,2019-03-22_8QR,66
898184,2019-03-23_8QR,29
938509,2019-03-24_8QR,32
978820,2019-03-25_8QR,76
1019147,2019-03-26_8QR,72
1059522,2019-03-27_8QR,61
1099875,2019-03-28_8QR,67
1137600,2019-03-29_8QR,72
1174431,2019-03-30_8QR,24
1211372,2019-03-31_8QR,27
11827,2019-04-01_8QR,73
52188,2019-04-02_8QR,64
92722,2019-04-03_8QR,59
133197,2019-04-04_8QR,67
173776,2019-04-05_8QR,72
214257,2019-04-06_8QR,27
254816,2019-04-07_8QR,24
295198,2019-04-08_8QR,71
335539,2019-04-09_8QR,55
376032,2019-04-10_8QR,66
416562,2019-04-11_8QR,69
457072,2019-04-12_8QR,60
497540,2019-04-13_8QR,18
537993,2019-04-14_8QR,30
578521,2019-04-15_8QR,71
618998,2019-04-16_8QR,59
659512,2019-04-17_8QR,66
699828,2019-04-18_8QR,75
740179,2019-04-19_8QR,75
780583,2019-04-20_8QR,23
820913,2019-04-21_8QR,26
861147,2019-04-22_8QR,29
901522,2019-04-23_8QR,59
941843,2019-04-24_8QR,62
982184,2019-04-25_8QR,44
1022493,2019-04-26_8QR,72
1062877,2019-04-27_8QR,20
1103179,2019-04-28_8QR,17
1140896,2019-04-29_8QR,72
1177786,2019-04-30_8QR,51
15170,2019-05-01_8QR,21
55537,2019-05-02_8QR,56
96046,2019-05-03_8QR,56
136515,2019-05-04_8QR,20
177086,2019-05-05_8QR,27
217606,2019-05-06_8QR,65
258158,2019-05-07_8QR,58
298529,2019-05-08_8QR,23
338877,2019-05-09_8QR,61
379379,2019-05-10_8QR,63
419880,2019-05-11_8QR,11
460376,2019-05-12_8QR,26
500822,2019-05-13_8QR,79
541302,2019-05-14_8QR,69
581868,2019-05-15_8QR,64
622340,2019-05-16_8QR,68
662853,2019-05-17_8QR,60
703135,2019-05-18_8QR,25
743474,2019-05-19_8QR,25
783922,2019-05-20_8QR,72
824248,2019-05-21_8QR,70
864489,2019-05-22_8QR,65
904862,2019-05-23_8QR,64
945176,2019-05-24_8QR,70
985520,2019-05-25_8QR,32
1025815,2019-05-26_8QR,28
1066219,2019-05-27_8QR,64
1106511,2019-05-28_8QR,63
1144239,2019-05-29_8QR,69
1181146,2019-05-30_8QR,23
1214722,2019-05-31_8QR,37
18470,2019-06-01_8QR,21
58823,2019-06-02_8QR,35
99319,2019-06-03_8QR,61
139831,2019-06-04_8QR,67
180405,2019-06-05_8QR,50
220982,2019-06-06_8QR,66
261511,2019-06-07_8QR,63
301841,2019-06-08_8QR,22
342200,2019-06-09_8QR,24
382728,2019-06-10_8QR,35
423260,2019-06-11_8QR,65
463755,2019-06-12_8QR,45
504216,2019-06-13_8QR,67
544707,2019-06-14_8QR,67
585260,2019-06-15_8QR,23
625724,2019-06-16_8QR,59
666148,2019-06-17_8QR,67
706437,2019-06-18_8QR,57
746779,2019-06-19_8QR,53
787228,2019-06-20_8QR,59
827528,2019-06-21_8QR,65
867770,2019-06-22_8QR,20
908049,2019-06-23_8QR,22
948367,2019-06-24_8QR,64
988732,2019-06-25_8QR,52
1029033,2019-06-26_8QR,53
1069427,2019-06-27_8QR,55
1109715,2019-06-28_8QR,63
1147447,2019-06-29_8QR,23
1184326,2019-06-30_8QR,23
21677,2019-07-01_8QR,57
62229,2019-07-02_8QR,57
102734,2019-07-03_8QR,47
143243,2019-07-04_8QR,65
183800,2019-07-05_8QR,65
224373,2019-07-06_8QR,22
264890,2019-07-07_8QR,20
305225,2019-07-08_8QR,39
345593,2019-07-09_8QR,60
386132,2019-07-10_8QR,49
426662,2019-07-11_8QR,55
467142,2019-07-12_8QR,61
507595,2019-07-13_8QR,27
548077,2019-07-14_8QR,36
588623,2019-07-15_8QR,48
629079,2019-07-16_8QR,61
669503,2019-07-17_8QR,58
709815,2019-07-18_8QR,50
750147,2019-07-19_8QR,67
790596,2019-07-20_8QR,20
830891,2019-07-21_8QR,33
871133,2019-07-22_8QR,62
911401,2019-07-23_8QR,44
951740,2019-07-24_8QR,42
992096,2019-07-25_8QR,49
1032397,2019-07-26_8QR,49
1072777,2019-07-27_8QR,16
1113070,2019-07-28_8QR,30
1150804,2019-07-29_8QR,43
1187688,2019-07-30_8QR,53
1218080,2019-07-31_8QR,47
25056,2019-08-01_8QR,42
65596,2019-08-02_8QR,45
106096,2019-08-03_8QR,23
146609,2019-08-04_8QR,26
187172,2019-08-05_8QR,44
227744,2019-08-06_8QR,39
268259,2019-08-07_8QR,37
308602,2019-08-08_8QR,43
348966,2019-08-09_8QR,50
389499,2019-08-10_8QR,25
430017,2019-08-11_8QR,26
470485,2019-08-12_8QR,39
510951,2019-08-13_8QR,32
551441,2019-08-14_8QR,36
591946,2019-08-15_8QR,15
632387,2019-08-16_8QR,37
672817,2019-08-17_8QR,20
713120,2019-08-18_8QR,22
753470,2019-08-19_8QR,42
793910,2019-08-20_8QR,49
834212,2019-08-21_8QR,34
874449,2019-08-22_8QR,38
914717,2019-08-23_8QR,43
955046,2019-08-24_8QR,23
995402,2019-08-25_8QR,15
1035717,2019-08-26_8QR,40
1076109,2019-08-27_8QR,41
1116416,2019-08-28_8QR,43
1154152,2019-08-29_8QR,46
1191032,2019-08-30_8QR,32
1221420,2019-08-31_8QR,15
28398,2019-09-01_8QR,25
68938,2019-09-02_8QR,61
109446,2019-09-03_8QR,68
149949,2019-09-04_8QR,58
190517,2019-09-05_8QR,61
231090,2019-09-06_8QR,67
271593,2019-09-07_8QR,28
311945,2019-09-08_8QR,26
352293,2019-09-09_8QR,61
392842,2019-09-10_8QR,63
433368,2019-09-11_8QR,55
473828,2019-09-12_8QR,59
514298,2019-09-13_8QR,46
554778,2019-09-14_8QR,28
595277,2019-09-15_8QR,23
635742,2019-09-16_8QR,59
676168,2019-09-17_8QR,66
716500,2019-09-18_8QR,59
756862,2019-09-19_8QR,55
797291,2019-09-20_8QR,59
837610,2019-09-21_8QR,21
877854,2019-09-22_8QR,19
918127,2019-09-23_8QR,69
958470,2019-09-24_8QR,34
998823,2019-09-25_8QR,57
1039147,2019-09-26_8QR,47
1079529,2019-09-27_8QR,56
1119841,2019-09-28_8QR,19
1157564,2019-09-29_8QR,23
1194450,2019-09-30_8QR,57
31825,2019-10-01_8QR,58
72372,2019-10-02_8QR,55
112879,2019-10-03_8QR,61
153374,2019-10-04_8QR,56
193942,2019-10-05_8QR,24
234513,2019-10-06_8QR,29
275014,2019-10-07_8QR,64
315376,2019-10-08_8QR,58
355719,2019-10-09_8QR,67
396265,2019-10-10_8QR,56
436771,2019-10-11_8QR,67
477241,2019-10-12_8QR,22
517713,2019-10-13_8QR,35
558203,2019-10-14_8QR,64
598687,2019-10-15_8QR,73
639166,2019-10-16_8QR,56
679591,2019-10-17_8QR,65
719904,2019-10-18_8QR,49
800693,2019-10-20_8QR,20
841014,2019-10-21_8QR,42
881265,2019-10-22_8QR,40
921544,2019-10-23_8QR,50
961885,2019-10-24_8QR,47
1002235,2019-10-25_8QR,42
1042565,2019-10-26_8QR,21
1082938,2019-10-27_8QR,24
1123226,2019-10-28_8QR,51
1160977,2019-10-29_8QR,57
