,index,y
665302,2017-06-17_1J7,15
705578,2017-06-18_1J7,11
745915,2017-06-19_1J7,110
101868,2017-07-03_1J7,15
142378,2017-07-04_1J7,180
182934,2017-07-05_1J7,196
223512,2017-07-06_1J7,181
264049,2017-07-07_1J7,190
304384,2017-07-08_1J7,39
344740,2017-07-09_1J7,50
385275,2017-07-10_1J7,150
425807,2017-07-11_1J7,171
466285,2017-07-12_1J7,152
506739,2017-07-13_1J7,178
547227,2017-07-14_1J7,18
587790,2017-07-15_1J7,49
628238,2017-07-16_1J7,51
668667,2017-07-17_1J7,172
708972,2017-07-18_1J7,176
749305,2017-07-19_1J7,190
789755,2017-07-20_1J7,185
830055,2017-07-21_1J7,168
870299,2017-07-22_1J7,49
910562,2017-07-23_1J7,37
950899,2017-07-24_1J7,199
991258,2017-07-25_1J7,191
1031558,2017-07-26_1J7,200
1071940,2017-07-27_1J7,180
1112231,2017-07-28_1J7,184
1149970,2017-07-29_1J7,46
1186846,2017-07-30_1J7,31
1217234,2017-07-31_1J7,180
24209,2017-08-01_1J7,165
64751,2017-08-02_1J7,174
105254,2017-08-03_1J7,168
145766,2017-08-04_1J7,147
186331,2017-08-05_1J7,38
226899,2017-08-06_1J7,35
267414,2017-08-07_1J7,173
307757,2017-08-08_1J7,162
348122,2017-08-09_1J7,156
388653,2017-08-10_1J7,150
429185,2017-08-11_1J7,150
469661,2017-08-12_1J7,53
510117,2017-08-13_1J7,41
550599,2017-08-14_1J7,87
591113,2017-08-15_1J7,24
631545,2017-08-16_1J7,151
671976,2017-08-17_1J7,148
712288,2017-08-18_1J7,119
752630,2017-08-19_1J7,47
793064,2017-08-20_1J7,44
833365,2017-08-21_1J7,185
873603,2017-08-22_1J7,125
913862,2017-08-23_1J7,173
954192,2017-08-24_1J7,162
994555,2017-08-25_1J7,149
1034869,2017-08-26_1J7,29
1075244,2017-08-27_1J7,38
1115550,2017-08-28_1J7,181
1153286,2017-08-29_1J7,164
1190166,2017-08-30_1J7,168
1220553,2017-08-31_1J7,163
27536,2017-09-01_1J7,165
68077,2017-09-02_1J7,49
108582,2017-09-03_1J7,75
149083,2017-09-04_1J7,182
189651,2017-09-05_1J7,203
230224,2017-09-06_1J7,193
270727,2017-09-07_1J7,208
311086,2017-09-08_1J7,206
351448,2017-09-09_1J7,47
391983,2017-09-10_1J7,45
432502,2017-09-11_1J7,227
472962,2017-09-12_1J7,134
513432,2017-09-13_1J7,158
553911,2017-09-14_1J7,227
594417,2017-09-15_1J7,187
634878,2017-09-16_1J7,16
675305,2017-09-17_1J7,24
715633,2017-09-18_1J7,241
755995,2017-09-19_1J7,241
796424,2017-09-20_1J7,203
836742,2017-09-21_1J7,137
877002,2017-09-22_1J7,155
917278,2017-09-23_1J7,59
957606,2017-09-24_1J7,42
997956,2017-09-25_1J7,248
1038280,2017-09-26_1J7,253
1078662,2017-09-27_1J7,246
1118974,2017-09-28_1J7,242
1156706,2017-09-29_1J7,216
1193587,2017-09-30_1J7,21
30959,2017-10-01_1J7,38
71505,2017-10-02_1J7,244
112012,2017-10-03_1J7,252
152507,2017-10-04_1J7,223
193075,2017-10-05_1J7,248
233652,2017-10-06_1J7,211
274161,2017-10-07_1J7,58
314510,2017-10-08_1J7,60
354857,2017-10-09_1J7,257
395399,2017-10-10_1J7,145
435904,2017-10-11_1J7,215
476374,2017-10-12_1J7,251
516854,2017-10-13_1J7,211
557340,2017-10-14_1J7,54
597828,2017-10-15_1J7,60
638299,2017-10-16_1J7,239
678724,2017-10-17_1J7,257
719037,2017-10-18_1J7,241
759394,2017-10-19_1J7,152
799843,2017-10-20_1J7,218
840164,2017-10-21_1J7,45
880403,2017-10-22_1J7,53
920678,2017-10-23_1J7,249
961019,2017-10-24_1J7,230
1001368,2017-10-25_1J7,208
1041699,2017-10-26_1J7,218
1082085,2017-10-27_1J7,204
1122396,2017-10-28_1J7,54
1160111,2017-10-29_1J7,34
1196991,2017-10-30_1J7,215
1223975,2017-10-31_1J7,202
34373,2017-11-01_1J7,28
74927,2017-11-02_1J7,197
115427,2017-11-03_1J7,174
155926,2017-11-04_1J7,37
196497,2017-11-05_1J7,49
237067,2017-11-06_1J7,257
277566,2017-11-07_1J7,239
317925,2017-11-08_1J7,232
358266,2017-11-09_1J7,250
398816,2017-11-10_1J7,222
439323,2017-11-11_1J7,27
479791,2017-11-12_1J7,42
520260,2017-11-13_1J7,268
560759,2017-11-14_1J7,252
601240,2017-11-15_1J7,242
641721,2017-11-16_1J7,106
682128,2017-11-17_1J7,228
722445,2017-11-18_1J7,51
762803,2017-11-19_1J7,62
803242,2017-11-20_1J7,262
843563,2017-11-21_1J7,249
883814,2017-11-22_1J7,238
924085,2017-11-23_1J7,140
964417,2017-11-24_1J7,216
1004774,2017-11-25_1J7,46
1045111,2017-11-26_1J7,45
1085482,2017-11-27_1J7,226
1125778,2017-11-28_1J7,209
1163472,2017-11-29_1J7,204
1200359,2017-11-30_1J7,190
37750,2017-12-01_1J7,184
78339,2017-12-02_1J7,51
118825,2017-12-03_1J7,34
159339,2017-12-04_1J7,229
199913,2017-12-05_1J7,244
240453,2017-12-06_1J7,223
280898,2017-12-07_1J7,239
321253,2017-12-08_1J7,194
361640,2017-12-09_1J7,48
402218,2017-12-10_1J7,34
442718,2017-12-11_1J7,228
483189,2017-12-12_1J7,228
523665,2017-12-13_1J7,221
564168,2017-12-14_1J7,208
604638,2017-12-15_1J7,178
645109,2017-12-16_1J7,42
685493,2017-12-17_1J7,34
725847,2017-12-18_1J7,250
766208,2017-12-19_1J7,226
806648,2017-12-20_1J7,228
846971,2017-12-21_1J7,239
887218,2017-12-22_1J7,191
927505,2017-12-23_1J7,46
967824,2017-12-24_1J7,11
1008172,2017-12-25_1J7,48
1048517,2017-12-26_1J7,143
1088885,2017-12-27_1J7,141
1129177,2017-12-28_1J7,166
1166862,2017-12-29_1J7,131
1203770,2017-12-30_1J7,40
1227369,2017-12-31_1J7,26
1272,2018-01-01_1J7,44
41583,2018-01-02_1J7,164
82175,2018-01-03_1J7,160
122663,2018-01-04_1J7,167
163175,2018-01-05_1J7,146
203649,2018-01-06_1J7,49
244207,2018-01-07_1J7,53
284641,2018-01-08_1J7,246
324974,2018-01-09_1J7,238
365415,2018-01-10_1J7,213
405964,2018-01-11_1J7,254
446490,2018-01-12_1J7,239
486965,2018-01-13_1J7,59
527442,2018-01-14_1J7,40
567916,2018-01-15_1J7,232
608365,2018-01-16_1J7,227
648893,2018-01-17_1J7,217
689259,2018-01-18_1J7,196
729623,2018-01-19_1J7,230
770009,2018-01-20_1J7,48
810443,2018-01-21_1J7,67
850740,2018-01-22_1J7,248
890966,2018-01-23_1J7,264
931285,2018-01-24_1J7,220
971600,2018-01-25_1J7,240
1011914,2018-01-26_1J7,225
1052291,2018-01-27_1J7,62
1092645,2018-01-28_1J7,59
1132928,2018-01-29_1J7,260
1170610,2018-01-30_1J7,263
1207559,2018-01-31_1J7,239
4597,2018-02-01_1J7,240
44955,2018-02-02_1J7,216
85543,2018-02-03_1J7,49
126026,2018-02-04_1J7,50
166544,2018-02-05_1J7,273
207048,2018-02-06_1J7,217
247598,2018-02-07_1J7,118
288031,2018-02-08_1J7,218
328370,2018-02-09_1J7,177
368814,2018-02-10_1J7,43
409332,2018-02-11_1J7,51
449852,2018-02-12_1J7,243
490365,2018-02-13_1J7,249
530839,2018-02-14_1J7,231
571311,2018-02-15_1J7,225
611762,2018-02-16_1J7,202
652294,2018-02-17_1J7,59
692660,2018-02-18_1J7,61
733014,2018-02-19_1J7,232
773408,2018-02-20_1J7,248
813839,2018-02-21_1J7,220
854140,2018-02-22_1J7,239
894364,2018-02-23_1J7,215
934676,2018-02-24_1J7,38
975003,2018-02-25_1J7,43
1015311,2018-02-26_1J7,218
1055691,2018-02-27_1J7,211
1096041,2018-02-28_1J7,223
7999,2018-03-01_1J7,199
48359,2018-03-02_1J7,187
88945,2018-03-03_1J7,45
129425,2018-03-04_1J7,49
169936,2018-03-05_1J7,242
210431,2018-03-06_1J7,246
251000,2018-03-07_1J7,223
291430,2018-03-08_1J7,263
331764,2018-03-09_1J7,223
372211,2018-03-10_1J7,61
412731,2018-03-11_1J7,40
453244,2018-03-12_1J7,267
493755,2018-03-13_1J7,234
534245,2018-03-14_1J7,229
574716,2018-03-15_1J7,245
615167,2018-03-16_1J7,218
655693,2018-03-17_1J7,38
696057,2018-03-18_1J7,58
736410,2018-03-19_1J7,240
776801,2018-03-20_1J7,260
817184,2018-03-21_1J7,229
857468,2018-03-22_1J7,118
897750,2018-03-23_1J7,177
938079,2018-03-24_1J7,43
978398,2018-03-25_1J7,52
1018713,2018-03-26_1J7,252
1059088,2018-03-27_1J7,241
1099440,2018-03-28_1J7,227
1137165,2018-03-29_1J7,254
1173996,2018-03-30_1J7,220
1210954,2018-03-31_1J7,21
51764,2018-04-02_1J7,43
173341,2018-04-05_1J7,198
213822,2018-04-06_1J7,218
254393,2018-04-07_1J7,39
375597,2018-04-10_1J7,184
416127,2018-04-11_1J7,219
456637,2018-04-12_1J7,221
578104,2018-04-15_1J7,45
618564,2018-04-16_1J7,222
659077,2018-04-17_1J7,210
699408,2018-04-18_1J7,101
739763,2018-04-19_1J7,10
780148,2018-04-20_1J7,151
820512,2018-04-21_1J7,44
860751,2018-04-22_1J7,84
901105,2018-04-23_1J7,5
981753,2018-04-25_1J7,200
1022061,2018-04-26_1J7,193
1062446,2018-04-27_1J7,169
1102778,2018-04-28_1J7,5
1177355,2018-04-30_1J7,147
14741,2018-05-01_1J7,24
55107,2018-05-02_1J7,191
176664,2018-05-05_1J7,30
217179,2018-05-06_1J7,32
257724,2018-05-07_1J7,154
378949,2018-05-10_1J7,15
581434,2018-05-15_1J7,187
621906,2018-05-16_1J7,165
662419,2018-05-17_1J7,191
743066,2018-05-19_1J7,10
823816,2018-05-21_1J7,36
864055,2018-05-22_1J7,144
904440,2018-05-23_1J7,93
944751,2018-05-24_1J7,93
985086,2018-05-25_1J7,169
1025384,2018-05-26_1J7,29
1065792,2018-05-27_1J7,47
1106088,2018-05-28_1J7,120
1143814,2018-05-29_1J7,114
1180713,2018-05-30_1J7,181
1214291,2018-05-31_1J7,202
18052,2018-06-01_1J7,189
58434,2018-06-02_1J7,5
98903,2018-06-03_1J7,20
139397,2018-06-04_1J7,222
179971,2018-06-05_1J7,203
220548,2018-06-06_1J7,206
261080,2018-06-07_1J7,114
301417,2018-06-08_1J7,98
341773,2018-06-09_1J7,31
382298,2018-06-10_1J7,48
422825,2018-06-11_1J7,228
463332,2018-06-12_1J7,125
503794,2018-06-13_1J7,99
544275,2018-06-14_1J7,206
584827,2018-06-15_1J7,192
625301,2018-06-16_1J7,34
665733,2018-06-17_1J7,35
706009,2018-06-18_1J7,103
746346,2018-06-19_1J7,224
786794,2018-06-20_1J7,197
827095,2018-06-21_1J7,196
907642,2018-06-23_1J7,15
947951,2018-06-24_1J7,37
988298,2018-06-25_1J7,202
1028599,2018-06-26_1J7,218
1068999,2018-06-27_1J7,92
1109287,2018-06-28_1J7,103
1147013,2018-06-29_1J7,181
1183907,2018-06-30_1J7,33
21254,2018-07-01_1J7,46
61796,2018-07-02_1J7,180
102301,2018-07-03_1J7,207
142811,2018-07-04_1J7,214
183367,2018-07-05_1J7,217
223945,2018-07-06_1J7,101
264482,2018-07-07_1J7,16
304810,2018-07-08_1J7,37
345164,2018-07-09_1J7,216
385708,2018-07-10_1J7,213
426240,2018-07-11_1J7,177
466718,2018-07-12_1J7,214
507172,2018-07-13_1J7,171
547657,2018-07-14_1J7,24
588216,2018-07-15_1J7,33
628665,2018-07-16_1J7,194
669094,2018-07-17_1J7,28
709400,2018-07-18_1J7,201
749732,2018-07-19_1J7,175
790183,2018-07-20_1J7,180
830482,2018-07-21_1J7,33
870724,2018-07-22_1J7,34
910989,2018-07-23_1J7,197
951326,2018-07-24_1J7,207
991685,2018-07-25_1J7,176
1031984,2018-07-26_1J7,161
1072367,2018-07-27_1J7,120
1112658,2018-07-28_1J7,42
1150396,2018-07-29_1J7,33
1187272,2018-07-30_1J7,175
1217661,2018-07-31_1J7,181
24636,2018-08-01_1J7,167
65178,2018-08-02_1J7,178
105681,2018-08-03_1J7,146
146194,2018-08-04_1J7,40
186757,2018-08-05_1J7,35
227327,2018-08-06_1J7,160
267841,2018-08-07_1J7,140
308183,2018-08-08_1J7,136
348549,2018-08-09_1J7,138
389080,2018-08-10_1J7,152
429612,2018-08-11_1J7,37
470081,2018-08-12_1J7,26
510534,2018-08-13_1J7,101
551024,2018-08-14_1J7,130
591536,2018-08-15_1J7,29
631971,2018-08-16_1J7,120
672402,2018-08-17_1J7,116
712716,2018-08-18_1J7,47
753058,2018-08-19_1J7,33
793488,2018-08-20_1J7,148
833791,2018-08-21_1J7,153
874029,2018-08-22_1J7,135
914291,2018-08-23_1J7,160
954622,2018-08-24_1J7,127
994986,2018-08-25_1J7,51
1035299,2018-08-26_1J7,35
1075673,2018-08-27_1J7,176
1115980,2018-08-28_1J7,190
1153717,2018-08-29_1J7,196
1190597,2018-08-30_1J7,192
1220984,2018-08-31_1J7,177
27967,2018-09-01_1J7,49
68506,2018-09-02_1J7,43
109010,2018-09-03_1J7,190
149513,2018-09-04_1J7,207
190081,2018-09-05_1J7,212
230654,2018-09-06_1J7,231
271157,2018-09-07_1J7,211
311516,2018-09-08_1J7,55
351870,2018-09-09_1J7,67
392406,2018-09-10_1J7,238
432932,2018-09-11_1J7,245
473392,2018-09-12_1J7,227
513862,2018-09-13_1J7,233
554342,2018-09-14_1J7,220
594848,2018-09-15_1J7,58
635308,2018-09-16_1J7,62
675732,2018-09-17_1J7,242
716064,2018-09-18_1J7,248
756426,2018-09-19_1J7,224
796855,2018-09-20_1J7,254
837174,2018-09-21_1J7,216
877433,2018-09-22_1J7,50
917708,2018-09-23_1J7,18
958034,2018-09-24_1J7,261
998387,2018-09-25_1J7,245
1038711,2018-09-26_1J7,233
1079093,2018-09-27_1J7,243
1119405,2018-09-28_1J7,225
1157137,2018-09-29_1J7,52
1194017,2018-09-30_1J7,55
31389,2018-10-01_1J7,248
71936,2018-10-02_1J7,281
112443,2018-10-03_1J7,252
152938,2018-10-04_1J7,262
193506,2018-10-05_1J7,222
234083,2018-10-06_1J7,65
274591,2018-10-07_1J7,69
314940,2018-10-08_1J7,243
355289,2018-10-09_1J7,233
395830,2018-10-10_1J7,230
436336,2018-10-11_1J7,263
476806,2018-10-12_1J7,210
517286,2018-10-13_1J7,63
557770,2018-10-14_1J7,64
598252,2018-10-15_1J7,236
638731,2018-10-16_1J7,265
679156,2018-10-17_1J7,244
719469,2018-10-18_1J7,239
759826,2018-10-19_1J7,231
800275,2018-10-20_1J7,58
840593,2018-10-21_1J7,41
880831,2018-10-22_1J7,231
921110,2018-10-23_1J7,227
961451,2018-10-24_1J7,201
1001800,2018-10-25_1J7,225
1042131,2018-10-26_1J7,220
1082517,2018-10-27_1J7,40
1122827,2018-10-28_1J7,27
1160542,2018-10-29_1J7,195
1197423,2018-10-30_1J7,186
1224407,2018-10-31_1J7,190
34805,2018-11-01_1J7,34
75359,2018-11-02_1J7,124
115858,2018-11-03_1J7,52
156357,2018-11-04_1J7,70
196929,2018-11-05_1J7,254
237499,2018-11-06_1J7,82
277998,2018-11-07_1J7,202
318357,2018-11-08_1J7,237
358698,2018-11-09_1J7,230
399248,2018-11-10_1J7,22
439753,2018-11-11_1J7,26
480213,2018-11-12_1J7,245
520692,2018-11-13_1J7,246
561191,2018-11-14_1J7,212
601671,2018-11-15_1J7,239
642153,2018-11-16_1J7,218
682560,2018-11-17_1J7,13
722871,2018-11-18_1J7,38
763225,2018-11-19_1J7,262
803674,2018-11-20_1J7,250
843995,2018-11-21_1J7,243
884246,2018-11-22_1J7,256
924517,2018-11-23_1J7,209
964849,2018-11-24_1J7,51
1005203,2018-11-25_1J7,46
1045540,2018-11-26_1J7,254
1085914,2018-11-27_1J7,258
1126210,2018-11-28_1J7,202
1163904,2018-11-29_1J7,242
1200790,2018-11-30_1J7,225
38181,2018-12-01_1J7,49
78765,2018-12-02_1J7,42
119252,2018-12-03_1J7,226
159770,2018-12-04_1J7,244
200344,2018-12-05_1J7,220
240884,2018-12-06_1J7,254
281329,2018-12-07_1J7,222
321685,2018-12-08_1J7,51
362072,2018-12-09_1J7,55
402650,2018-12-10_1J7,247
443149,2018-12-11_1J7,256
483619,2018-12-12_1J7,216
524096,2018-12-13_1J7,246
564599,2018-12-14_1J7,125
605069,2018-12-15_1J7,50
645540,2018-12-16_1J7,48
685924,2018-12-17_1J7,254
726277,2018-12-18_1J7,257
766638,2018-12-19_1J7,207
807078,2018-12-20_1J7,242
847400,2018-12-21_1J7,189
887647,2018-12-22_1J7,37
927932,2018-12-23_1J7,23
968251,2018-12-24_1J7,91
1008597,2018-12-25_1J7,50
1048945,2018-12-26_1J7,139
1089312,2018-12-27_1J7,139
1129605,2018-12-28_1J7,121
1167289,2018-12-29_1J7,70
1204196,2018-12-30_1J7,27
1227796,2018-12-31_1J7,91
1698,2019-01-01_1J7,25
42012,2019-01-02_1J7,159
82602,2019-01-03_1J7,172
123092,2019-01-04_1J7,168
163603,2019-01-05_1J7,49
204078,2019-01-06_1J7,40
244634,2019-01-07_1J7,258
285071,2019-01-08_1J7,252
325403,2019-01-09_1J7,222
365845,2019-01-10_1J7,233
406394,2019-01-11_1J7,210
446920,2019-01-12_1J7,44
487394,2019-01-13_1J7,35
527870,2019-01-14_1J7,260
568346,2019-01-15_1J7,245
608795,2019-01-16_1J7,216
649324,2019-01-17_1J7,241
689689,2019-01-18_1J7,117
730052,2019-01-19_1J7,38
770436,2019-01-20_1J7,48
810870,2019-01-21_1J7,257
851170,2019-01-22_1J7,225
891396,2019-01-23_1J7,201
931714,2019-01-24_1J7,233
972028,2019-01-25_1J7,221
1012341,2019-01-26_1J7,40
1052715,2019-01-27_1J7,43
1093066,2019-01-28_1J7,232
1133354,2019-01-29_1J7,254
1171036,2019-01-30_1J7,161
1207985,2019-01-31_1J7,227
5024,2019-02-01_1J7,205
45383,2019-02-02_1J7,52
85965,2019-02-03_1J7,54
126446,2019-02-04_1J7,244
166971,2019-02-05_1J7,210
207474,2019-02-06_1J7,210
248024,2019-02-07_1J7,241
288454,2019-02-08_1J7,216
328799,2019-02-09_1J7,39
369238,2019-02-10_1J7,37
409755,2019-02-11_1J7,269
450283,2019-02-12_1J7,251
490796,2019-02-13_1J7,225
531270,2019-02-14_1J7,263
571742,2019-02-15_1J7,228
612193,2019-02-16_1J7,64
652715,2019-02-17_1J7,46
693080,2019-02-18_1J7,236
733445,2019-02-19_1J7,252
773839,2019-02-20_1J7,211
814270,2019-02-21_1J7,224
854571,2019-02-22_1J7,204
894796,2019-02-23_1J7,40
935099,2019-02-24_1J7,45
975418,2019-02-25_1J7,247
1015743,2019-02-26_1J7,239
1056120,2019-02-27_1J7,240
1096471,2019-02-28_1J7,222
8430,2019-03-01_1J7,197
48788,2019-03-02_1J7,46
89368,2019-03-03_1J7,44
129847,2019-03-04_1J7,129
170368,2019-03-05_1J7,249
210860,2019-03-06_1J7,228
251428,2019-03-07_1J7,234
291860,2019-03-08_1J7,195
332191,2019-03-09_1J7,48
372632,2019-03-10_1J7,32
413158,2019-03-11_1J7,250
453674,2019-03-12_1J7,246
494185,2019-03-13_1J7,208
534675,2019-03-14_1J7,233
575146,2019-03-15_1J7,195
615598,2019-03-16_1J7,61
656111,2019-03-17_1J7,56
696462,2019-03-18_1J7,271
736841,2019-03-19_1J7,213
777232,2019-03-20_1J7,232
817615,2019-03-21_1J7,268
857864,2019-03-22_1J7,234
898181,2019-03-23_1J7,17
938506,2019-03-24_1J7,31
978817,2019-03-25_1J7,263
1019144,2019-03-26_1J7,269
1059519,2019-03-27_1J7,247
1099872,2019-03-28_1J7,257
1137597,2019-03-29_1J7,220
1174428,2019-03-30_1J7,50
1211369,2019-03-31_1J7,52
11824,2019-04-01_1J7,258
52185,2019-04-02_1J7,262
92719,2019-04-03_1J7,230
133194,2019-04-04_1J7,224
173773,2019-04-05_1J7,229
214254,2019-04-06_1J7,42
254813,2019-04-07_1J7,52
295195,2019-04-08_1J7,255
335536,2019-04-09_1J7,272
376029,2019-04-10_1J7,238
416559,2019-04-11_1J7,253
457069,2019-04-12_1J7,209
497537,2019-04-13_1J7,46
537990,2019-04-14_1J7,55
578518,2019-04-15_1J7,274
618995,2019-04-16_1J7,239
659509,2019-04-17_1J7,230
699825,2019-04-18_1J7,227
740176,2019-04-19_1J7,203
780580,2019-04-20_1J7,21
861144,2019-04-22_1J7,35
901519,2019-04-23_1J7,238
941840,2019-04-24_1J7,216
982181,2019-04-25_1J7,229
1022490,2019-04-26_1J7,202
1062874,2019-04-27_1J7,46
1103176,2019-04-28_1J7,44
1140893,2019-04-29_1J7,223
1177783,2019-04-30_1J7,211
15167,2019-05-01_1J7,24
55534,2019-05-02_1J7,184
96043,2019-05-03_1J7,166
136513,2019-05-04_1J7,52
177083,2019-05-05_1J7,57
217603,2019-05-06_1J7,230
258155,2019-05-07_1J7,243
298526,2019-05-08_1J7,30
338874,2019-05-09_1J7,242
379376,2019-05-10_1J7,209
419879,2019-05-11_1J7,30
460373,2019-05-12_1J7,66
500819,2019-05-13_1J7,238
541299,2019-05-14_1J7,264
581865,2019-05-15_1J7,234
622337,2019-05-16_1J7,257
662850,2019-05-17_1J7,237
703132,2019-05-18_1J7,47
743471,2019-05-19_1J7,52
783919,2019-05-20_1J7,274
824245,2019-05-21_1J7,290
864486,2019-05-22_1J7,242
904859,2019-05-23_1J7,255
945173,2019-05-24_1J7,217
985517,2019-05-25_1J7,62
1025812,2019-05-26_1J7,50
1066216,2019-05-27_1J7,263
1106508,2019-05-28_1J7,257
1144236,2019-05-29_1J7,222
1181144,2019-05-30_1J7,40
58820,2019-06-02_1J7,20
99316,2019-06-03_1J7,246
139828,2019-06-04_1J7,225
180402,2019-06-05_1J7,189
220979,2019-06-06_1J7,245
261508,2019-06-07_1J7,211
301839,2019-06-08_1J7,10
382725,2019-06-10_1J7,35
423257,2019-06-11_1J7,260
463752,2019-06-12_1J7,228
504213,2019-06-13_1J7,246
544704,2019-06-14_1J7,200
585257,2019-06-15_1J7,57
625721,2019-06-16_1J7,53
666145,2019-06-17_1J7,264
706434,2019-06-18_1J7,251
746776,2019-06-19_1J7,242
787225,2019-06-20_1J7,234
827525,2019-06-21_1J7,210
867768,2019-06-22_1J7,45
908046,2019-06-23_1J7,44
948364,2019-06-24_1J7,250
988729,2019-06-25_1J7,266
1029030,2019-06-26_1J7,238
1069424,2019-06-27_1J7,205
1109712,2019-06-28_1J7,179
1147444,2019-06-29_1J7,38
1184323,2019-06-30_1J7,47
21674,2019-07-01_1J7,200
62226,2019-07-02_1J7,243
102731,2019-07-03_1J7,236
143240,2019-07-04_1J7,249
183797,2019-07-05_1J7,215
224370,2019-07-06_1J7,55
264887,2019-07-07_1J7,63
305222,2019-07-08_1J7,253
345590,2019-07-09_1J7,228
386129,2019-07-10_1J7,209
426659,2019-07-11_1J7,219
467139,2019-07-12_1J7,195
507593,2019-07-13_1J7,49
548074,2019-07-14_1J7,54
588620,2019-07-15_1J7,192
629076,2019-07-16_1J7,206
669500,2019-07-17_1J7,190
709812,2019-07-18_1J7,209
750144,2019-07-19_1J7,191
790593,2019-07-20_1J7,55
830888,2019-07-21_1J7,58
871130,2019-07-22_1J7,198
911398,2019-07-23_1J7,185
951737,2019-07-24_1J7,169
992093,2019-07-25_1J7,154
1032394,2019-07-26_1J7,163
1072775,2019-07-27_1J7,41
1113067,2019-07-28_1J7,59
1150801,2019-07-29_1J7,206
1187685,2019-07-30_1J7,214
1218077,2019-07-31_1J7,178
25053,2019-08-01_1J7,206
65593,2019-08-02_1J7,170
106093,2019-08-03_1J7,52
146606,2019-08-04_1J7,53
187169,2019-08-05_1J7,183
227741,2019-08-06_1J7,163
268256,2019-08-07_1J7,148
308599,2019-08-08_1J7,160
348963,2019-08-09_1J7,129
389496,2019-08-10_1J7,49
430014,2019-08-11_1J7,45
470482,2019-08-12_1J7,157
510948,2019-08-13_1J7,163
551438,2019-08-14_1J7,150
591943,2019-08-15_1J7,29
632384,2019-08-16_1J7,87
672814,2019-08-17_1J7,45
713117,2019-08-18_1J7,30
753467,2019-08-19_1J7,171
793907,2019-08-20_1J7,169
834209,2019-08-21_1J7,156
874446,2019-08-22_1J7,154
914714,2019-08-23_1J7,136
955043,2019-08-24_1J7,43
995399,2019-08-25_1J7,46
1035714,2019-08-26_1J7,174
1076106,2019-08-27_1J7,164
1116413,2019-08-28_1J7,193
1154149,2019-08-29_1J7,185
1191029,2019-08-30_1J7,174
1221417,2019-08-31_1J7,70
28395,2019-09-01_1J7,44
68935,2019-09-02_1J7,157
109443,2019-09-03_1J7,216
149946,2019-09-04_1J7,226
190514,2019-09-05_1J7,231
231087,2019-09-06_1J7,225
271590,2019-09-07_1J7,55
311942,2019-09-08_1J7,45
352290,2019-09-09_1J7,257
392839,2019-09-10_1J7,284
433365,2019-09-11_1J7,248
473825,2019-09-12_1J7,248
514295,2019-09-13_1J7,160
554775,2019-09-14_1J7,56
595274,2019-09-15_1J7,64
635739,2019-09-16_1J7,276
676165,2019-09-17_1J7,275
716497,2019-09-18_1J7,219
756859,2019-09-19_1J7,247
797288,2019-09-20_1J7,222
837607,2019-09-21_1J7,45
877851,2019-09-22_1J7,55
918124,2019-09-23_1J7,266
958467,2019-09-24_1J7,201
998820,2019-09-25_1J7,248
1039144,2019-09-26_1J7,220
1079526,2019-09-27_1J7,214
1119838,2019-09-28_1J7,53
1157561,2019-09-29_1J7,57
1194447,2019-09-30_1J7,150
31822,2019-10-01_1J7,248
72369,2019-10-02_1J7,233
112876,2019-10-03_1J7,239
153371,2019-10-04_1J7,247
193939,2019-10-05_1J7,56
234510,2019-10-06_1J7,49
275011,2019-10-07_1J7,263
315373,2019-10-08_1J7,265
355716,2019-10-09_1J7,250
396262,2019-10-10_1J7,268
436768,2019-10-11_1J7,213
477238,2019-10-12_1J7,61
517710,2019-10-13_1J7,71
558200,2019-10-14_1J7,277
598684,2019-10-15_1J7,245
639163,2019-10-16_1J7,237
679588,2019-10-17_1J7,273
719901,2019-10-18_1J7,142
760258,2019-10-19_1J7,22
800691,2019-10-20_1J7,10
841011,2019-10-21_1J7,71
881262,2019-10-22_1J7,231
921541,2019-10-23_1J7,198
961882,2019-10-24_1J7,215
1002232,2019-10-25_1J7,183
1042562,2019-10-26_1J7,52
1082935,2019-10-27_1J7,57
1123223,2019-10-28_1J7,229
1160974,2019-10-29_1J7,226
1197854,2019-10-30_1J7,199
1224838,2019-10-31_1J7,40
35234,2019-11-01_1J7,23
75790,2019-11-02_1J7,41
116277,2019-11-03_1J7,63
156784,2019-11-04_1J7,233
197361,2019-11-05_1J7,255
237930,2019-11-06_1J7,241
278429,2019-11-07_1J7,254
318788,2019-11-08_1J7,207
359129,2019-11-09_1J7,16
440182,2019-11-11_1J7,39
480644,2019-11-12_1J7,253
521124,2019-11-13_1J7,240
561623,2019-11-14_1J7,259
602103,2019-11-15_1J7,212
642585,2019-11-16_1J7,39
682979,2019-11-17_1J7,55
723291,2019-11-18_1J7,248
763658,2019-11-19_1J7,267
804107,2019-11-20_1J7,216
844428,2019-11-21_1J7,257
884679,2019-11-22_1J7,221
924950,2019-11-23_1J7,38
965277,2019-11-24_1J7,75
1005626,2019-11-25_1J7,286
1045973,2019-11-26_1J7,272
1086347,2019-11-27_1J7,254
1126643,2019-11-28_1J7,248
1164337,2019-11-29_1J7,218
1201222,2019-11-30_1J7,61
38607,2019-12-01_1J7,65
79192,2019-12-02_1J7,248
119684,2019-12-03_1J7,239
160202,2019-12-04_1J7,210
241317,2019-12-06_1J7,5
